block;russian;fr;es;pt;ar;zh
transport_80;права;permis de conduire;permiso de conducir;carta de condução;رخصة القيادة;驾驶执照
transport_80;запра́вка;station-service;gasolinera;posto de gasolina;محطة بنزين;加油站
transport_80;бензи́н;essence;gasolina;gasolina;البنزين;汽油
transport_80;дизе́ль;diesel;diésel;diesel;الديزل;柴油
transport_80;колесо́;roue;rueda;roda;العجلة;轮
transport_80;руль;volant;volante;volante;عجلة القيادة;方向盘
transport_80;сиде́нье;siège;asiento;assento;المقعد;座位
transport_80;две́рца;porte fenêtre;puerta;porta janela;الباب;门
transport_80;бага́жник;coffre;baúl;tronco;الجذع;后备箱
transport_80;капо́т;capuche;capucha;capuz;غطاء محرك السيارة;引擎盖
transport_80;фа́ра;phare;faro;farol;المصباح;车头灯
transport_80;но́мер;plaque d'immatriculation;matrícula;matrícula;رقم اللوحة;车牌号
transport_80;общественный тра́нспорт;transports en commun;transporte público;transporte público;وسائل النقل العام;公共交通
transport_80;подземный перехо́д;passage souterrain;paso subterráneo;passagem subterrânea;نفق;地下通道
transport_80;надземный перехо́д;viaduc;paso elevado;viaduto;الجسر;立交桥
transport_80;пешехо́д;piéton;peatón;pedestre;المشاة;行人
transport_80;е́хать;aller;ir;vá;اذهب;去
transport_80;прие́хать;viens;ven;venha;تعالوا;来吧
transport_80;уе́хать;partir;salir;sair;الرحيل;离开
transport_80;переса́дка;transfert;transferencia;transferência;نقل;转移
transport_80;перро́н;zone de plate-forme;área de plataforma;área da plataforma;منطقة المنصة;平台区
transport_80;вы́лет;départ;salida;partida;الرحيل;出发
transport_80;приле́т;arrivée;llegada;chegada;الوصول;到达
transport_80;заде́ржка;retard;retraso;atraso;التأخير;延迟
transport_80;удобный;confortable;cómodo;confortável;مريح;舒适
transport_80;быстрый;vite;rápido;rápido;سريع;快
transport_80;медленный;lent;lento;lento;بطيء;慢
transport_80;переполненный;bondé;lleno de gente;lotado;مزدحمة;拥挤
outdoor_recreation_60;о́тдых на приро́де;loisirs de plein air;recreación al aire libre;recreação ao ar livre;الترفيه في الهواء الطلق;户外休闲
outdoor_recreation_60;пикни́к;pique-nique;picnic;piquenique;نزهة;野餐
outdoor_recreation_60;шашлы́к;barbecue;barbacoa;churrasco;الشواء;烧烤
outdoor_recreation_60;манга́л;gril;parrilla;grelha;الشواية;烧烤
outdoor_recreation_60;шампу́р;brochette;brocheta;espeto;سيخ;串烧
outdoor_recreation_60;уголь;charbon de bois;carbón;carvão;الفحم;木炭
outdoor_recreation_60;косте́р;feu de camp;fogata;fogueira;نار المخيم;篝火
outdoor_recreation_60;пала́тка;tente;tienda de campaña;barraca;خيمة;帐篷
outdoor_recreation_60;спальный мешо́к;sac de couchage;saco de dormir;saco de dormir;كيس النوم;睡袋
outdoor_recreation_60;рю́кзак;sac à dos;mochila;mochila;حقيبة الظهر;背包
outdoor_recreation_60;ко́врик;tapis;estera;tapete;حصيرة;垫子
outdoor_recreation_60;похо́д;randonnée;caminata;caminhada;التنزه;远足
outdoor_recreation_60;тропи́нка;chemin;camino;caminho;المسار;路径
outdoor_recreation_60;лес;forêt;bosque;floresta;الغابة;森林
outdoor_recreation_60;река;rivière;río;rio;النهر;河
outdoor_recreation_60;о́зеро;lac;lago;lago;البحيرة;湖
outdoor_recreation_60;мо́ре;mer;mar;mar;البحر;海
outdoor_recreation_60;пляж;plage;playa;praia;الشاطئ;海滩
outdoor_recreation_60;песо́к;sable;arena;areia;الرمال;沙子
outdoor_recreation_60;волна́;vague;ola;onda;موجة;波
outdoor_recreation_60;зага́р;bronzage;bronceado;bronzeado;السمرة;棕褐色
outdoor_recreation_60;купаться;nager;nadar;nadar;السباحة;游泳
outdoor_recreation_60;загора́ть;bronzer;tomando el sol;banho de sol;حمامات الشمس;日光浴
outdoor_recreation_60;пла́вать;nager;nadar;nadar;السباحة;游泳
outdoor_recreation_60;ло́дка;bateau;barco;barco;القارب;船
outdoor_recreation_60;у́дочка;canne à pêche;caña de pescar;vara de pescar;قصبة الصيد;钓鱼竿
outdoor_recreation_60;рыба́лка;pêche;pesca;pesca;صيد السمك;钓鱼
outdoor_recreation_60;гриб;champignon;hongo;cogumelo;الفطر;蘑菇
outdoor_recreation_60;я́года;baie;baya;baga;التوت;浆果
outdoor_recreation_60;корзи́на;panier;cesta;cesta;سلة;篮子
outdoor_recreation_60;раскладной стул;chaise pliante;silla plegable;cadeira dobrável;كرسي قابل للطي;折叠椅
outdoor_recreation_60;плед;couverture;manta;cobertor;بطانية;毯子 显示
outdoor_recreation_60;те́рмос;thermos;termo;garrafa térmica;الترمس;保温瓶
outdoor_recreation_60;холодильная су́мка;sac isotherme;bolsa más fresca;bolsa térmica;حقيبة تبريد;保温袋
outdoor_recreation_60;сок;jus;jugo;suco;عصير;果汁
outdoor_recreation_60;вода́;eau;agua;água;الماء;水
outdoor_recreation_60;бутербро́д;sandwich;sándwich;sanduíche;ساندويتش;三明治
outdoor_recreation_60;со́сиска;saucisse;salchicha;salsicha;سجق;香肠
outdoor_recreation_60;сала́т;salade;ensalada;salada;سلطة;沙拉
outdoor_recreation_60;фру́кты;fruits;fruta;fruta;الفاكهة;水果
outdoor_recreation_60;овощи;légumes;verduras;vegetais;الخضار;蔬菜
outdoor_recreation_60;солнцезащитный крем;crème solaire;protector solar;protetor solar;واقي من الشمس;防晒霜
outdoor_recreation_60;полоте́нце;serviette;toalla;toalha;المنشفة;毛巾
outdoor_recreation_60;сла́нцы;tongs;chanclas;chinelos;النعال;人字拖
outdoor_recreation_60;купа́льник;maillot de bain;traje de baño;maiô;ملابس السباحة;泳装
outdoor_recreation_60;мяч;balle;bola;bola;الكرة;球
outdoor_recreation_60;бадминто́н;badminton;bádminton;badminton;كرة الريشة;羽毛球
outdoor_recreation_60;гама́к;hamac;hamaca;rede;الأرجوحة;吊床
outdoor_recreation_60;зака́т;coucher de soleil;puesta de sol;pôr do sol;غروب الشمس;日落
outdoor_recreation_60;рассве́т;lever du soleil;amanecer;nascer do sol;شروق الشمس;日出
outdoor_recreation_60;отдыха́ть;repos;descanso;descanso;الراحة;休息
outdoor_recreation_60;гуля́ть;marcher;caminar;caminhar;المشي;步行
outdoor_recreation_60;жа́рить мясо;griller de la viande;carne a la parrilla;grelhar carne;شواء اللحم;烤肉
outdoor_recreation_60;разже́чь косте́р;allumer un feu;encender un fuego;acender uma fogueira;إشعال النار;生火
outdoor_recreation_60;ста́вить палатку;planter une tente;montar una tienda de campaña;armar uma barraca;نصب خيمة;搭帐篷
outdoor_recreation_60;собира́ть я́годы;cueillir des baies;recoger bayas;colher frutas;قطف التوت;采摘浆果
outdoor_recreation_60;собира́ть грибы́;cueillir des champignons;recoger setas;colher cogumelos;قطف الفطر;采蘑菇
outdoor_recreation_60;чистый во́здух;air frais;aire fresco;ar fresco;الهواء النقي;新鲜空气
outdoor_recreation_60;выходной;jour de congé;día libre;dia de folga;يوم إجازة;休息日
outdoor_recreation_60;хоро́шая компа́ния;bonne compagnie;buena compañía;boa companhia;صحبة طيبة;好公司
weather_50;пого́да;météo;clima;clima;الطقس;天气
weather_50;температу́ра;température;temperatura;temperatura;درجة الحرارة;温度
weather_50;со́лнце;soleil;sol;sol;الشمس;太阳
weather_50;солнечно;ensoleillé;soleado;ensolarado;مشمس;晴朗
weather_50;ясно;effacer;claro;limpar;واضح;清除
weather_50;обла́чно;nuageux;nublado;nublado;غائم;阴天
weather_50;пасмурно;ciel couvert;nublado;nublado;ملبد بالغيوم;阴
weather_50;ве́тер;vent;viento;vento;الريح;风
weather_50;ве́трено;venteux;ventoso;ventoso;عاصف;有风
weather_50;дождь;pluie;lluvia;chuva;المطر;雨
weather_50;ли́вень;averse;aguacero;chuva torrencial;المطر;倾盆大雨
weather_50;моро́сь;bruine;llovizna;chuvisco;رذاذ;毛毛雨
weather_50;гроза́;orage;tormenta;trovoada;عاصفة رعدية;雷雨
weather_50;мо́лния;éclair;relámpago;relâmpago;البرق;闪电
weather_50;гром;tonnerre;trueno;trovão;الرعد;雷声
weather_50;снег;neige;nieve;neve;الثلج;雪
weather_50;снегопа́д;chutes de neige;nevadas;queda de neve;تساقط الثلوج;降雪
weather_50;мете́ль;blizzard;tormenta de nieve;nevasca;عاصفة ثلجية;暴风雪
weather_50;мороз;gel;escarcha;geada;الصقيع;霜
weather_50;холодно;froid;frío;frio;البرد;冷
weather_50;прохладно;cool;genial;legal;رائع;酷
weather_50;тепло́;chaud;cálido;quente;دافئ;温暖
weather_50;жарко;chaud;caliente;quente;حار;热
weather_50;зной;chaleur;calor;calor;الحرارة;热
weather_50;тума́н;brouillard;niebla;neblina;الضباب;雾
weather_50;влажность;humidité;humedad;umidade;الرطوبة;湿度
weather_50;голо́лед;glace;hielo;gelo;الجليد;冰
weather_50;лу́жа;flaque d'eau;charco;poça;بركة;水坑
weather_50;ра́дуга;arc-en-ciel;arcoiris;arco-íris;قوس قزح;彩虹
weather_50;облако́;nuage;nube;nuvem;السحاب;云
weather_50;небо;ciel;cielo;céu;السماء;天空
weather_50;прогноз пого́ды;prévisions météorologiques;pronóstico del tiempo;previsão do tempo;توقعات الطقس;天气预报
weather_50;синопти́к;prévisionniste météo;pronosticador del tiempo;meteorologista;المتنبئ الجوي;天气预报员
weather_50;ци́клон;cyclone;ciclón;ciclone;الإعصار;旋风分离器
weather_50;антици́клон;anticyclone;anticiclón;anticiclone;الإعصار المضاد;反气旋
weather_50;заморо́зки;gelées;heladas;geadas;الصقيع;霜冻
weather_50;оттепе́ль;décongeler;deshielo;descongelar;ذوبان الجليد;解冻
weather_50;жа́ра;chaleur;calor;calor;الحرارة;热
weather_50;сухо;sec;seco;seco;جاف;干
weather_50;сыро;humide;húmedo;úmido;رطبة;潮湿
weather_50;давле́ние;pression;presión;pressão;الضغط;压力
weather_50;што́рм;tempête;tormenta;tempestade;العاصفة;风暴
weather_50;урага́н;ouragan;huracán;furacão;الإعصار;飓风
weather_50;капля дождя́;goutte de pluie;gota de lluvia;gota de chuva;قطرة المطر;雨滴
weather_50;снежи́нка;flocon de neige;copo de nieve;floco de neve;ندفة الثلج;雪花
weather_50;лед;glace;hielo;gelo;الجليد;冰
weather_50;потепле́ние;réchauffement;calentamiento;aquecimento;الإحتباس الحراري;变暖
weather_50;похолода́ние;refroidissement;enfriamiento;resfriamento;التبريد;冷却
weather_50;переменная обла́чность;partiellement nuageux;parcialmente nublado;parcialmente nublado;غائم جزئياً;晴间多云
weather_50;хоро́шая пого́да;beau temps;buen tiempo;bom tempo;الطقس الجيد;天气好
time_calendar_80;время;temps;tiempo;hora;الوقت;时间
time_calendar_80;календа́рь;calendrier;calendario;calendário;التقويم;日历
time_calendar_80;да́та;date;fecha;data;التاريخ;日期
time_calendar_80;год;an;año;ano;سنة;年
time_calendar_80;ме́сяц;mois;mes;mês;شهر;月
time_calendar_80;неделя;semaine;semana;semana;اسبوع;周
time_calendar_80;день;jour;día;dia;يوم;天
time_calendar_80;час;heure;hora;hora;ساعة;小时
time_calendar_80;мину́та;minutes;minuto;minuto;دقيقة;分钟
time_calendar_80;секунда́;seconde;segundo;segundo;الثانية;第二
time_calendar_80;понеде́льник;lundi;lunes;Segunda-feira;يوم الاثنين;星期一
time_calendar_80;вто́рник;mardi;martes;Terça-feira;الثلاثاء;星期二
time_calendar_80;среда́;mercredi;miércoles;Quarta-feira;الأربعاء;星期三
